order_date, order_week, distribution_center, sales_order, pool, item_number, mold, order_quantity, ship_month, week_ship, production_department, cast_completed, cast_shortage, casting_deadline, export_to_ie, pending_export, remarks
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163262C00-58,,350.0,Feb,W6,Cell-1,,-350,,,-350,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,163262C00-58,,100.0,Feb,W6,Cell-1,,-100,,,-100,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163262C00-60,,150.0,Feb,W6,Cell-1,,-150,,,-150,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163285C01-48,,50.0,Feb,W6,Cell-1,,-50,,,-50,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163285C01-50,,50.0,Feb,W6,Cell-1,,-50,,,-50,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163285C01-56,,50.0,Feb,W6,Cell-1,,-50,,,-50,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163285C01-58,,50.0,Feb,W6,Cell-1,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163288C00-48,,200.0,Feb,W6,Cell-5,,-200,,,-200,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,163288C00-48,,100.0,Feb,W6,Cell-5,,-100,,,-100,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163288C00-50,,550.0,Feb,W6,Cell-5,,-550,,,-550,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163288C00-50,,250.0,Feb,W6,Cell-5,,-250,,,-250,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,163288C00-50,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163288C00-52,,900.0,Feb,W6,Cell-5,,-900,,,-900,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163288C00-52,,550.0,Feb,W6,Cell-5,,-550,,,-550,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,163288C00-52,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,163288C00-52,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163288C00-54,,900.0,Feb,W6,Cell-5,,-900,,,-900,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163288C00-54,,900.0,Feb,W6,Cell-5,,-900,,,-900,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163288C00-56,,800.0,Feb,W6,Cell-5,,-800,,,-800,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163288C00-56,,500.0,Feb,W6,Cell-5,,-500,,,-500,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,163288C00-56,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163288C00-58,,500.0,Feb,W6,Cell-5,,-500,,,-500,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163288C00-58,,500.0,Feb,W6,Cell-5,,-500,,,-500,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,163288C00-58,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163288C00-60,,400.0,Feb,W6,Cell-5,,-400,,,-400,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163288C00-60,,500.0,Feb,W6,Cell-5,,-500,,,-500,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163686C01-44,,50.0,Feb,W6,Cell-1,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163686C01-46,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,163686C01-46,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163686C01-48,,50.0,Feb,W6,Cell-1,,-50,,,-50,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,163686C01-48,,50.0,Feb,W6,Cell-1,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163686C01-50,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163686C01-50,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,163686C01-50,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163686C01-58,,50.0,Feb,W6,Cell-1,,-50,,,-50,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163686C01-58,,100.0,Feb,W6,Cell-1,,-100,,,-100,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,163686C01-58,,50.0,Feb,W6,Cell-1,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163686C01-60,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163686C01-60,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,163686C01-60,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163686C01-62,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,163686C01-62,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,163686C01-64,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,163686C01-64,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,163686C01-64,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,169591C00-48,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,169591C00-54,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,169591C00-62,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,262442C01,,100.0,Feb,W6,Cell-5,,-100,,,-100,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,263002C01,,100.0,Feb,W6,Cell-1,,-100,,,-100,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,263002C01,,300.0,Feb,W6,Cell-1,,-300,,,-300,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,263015C01,,500.0,Feb,W6,Cell-5,,-500,,,-500,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,263170C01,,100.0,Feb,W6,Cell-5,,-100,,,-100,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,263280C00,,400.0,Feb,W6,Cell-5,,-400,,,-400,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,263280C00,,750.0,Feb,W6,Cell-5,,-750,,,-750,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,263280C00,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,263287C00,,200.0,Feb,W6,Cell-5,,-200,,,-200,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,263308C00,,100.0,Feb,W6,Cell-5,,-100,,,-100,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,263308C00,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,263308C00,,50.0,Feb,W6,Cell-5,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,266317C01,,400.0,Feb,W6,Cell-5,,-400,,,-400,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,266317C01,,2350.0,Feb,W6,Cell-5,,-2350,,,-2350,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,266317C01,,450.0,Feb,W6,Cell-5,,-450,,,-450,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,266317C01,,850.0,Feb,W6,Cell-5,,-850,,,-850,
2024-12-11 00:00:00,W50,UKD,SO24004379,OEM Essential Order,368638C00-60,,400.0,Feb,W6,Cell-1,,-400,,,-400,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,563302C00-1,,100.0,Feb,W6,Cell-1,,-100,,,-100,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,563302C00-2,,50.0,Feb,W6,Cell-1,,-50,,,-50,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,563317C00-1,,150.0,Feb,W6,Cell-1,,-150,,,-150,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,563317C00-1,,150.0,Feb,W6,Cell-1,,-150,,,-150,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,563317C00-1,,100.0,Feb,W6,Cell-1,,-100,,,-100,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,563317C00-2,,50.0,Feb,W6,Cell-1,,-50,,,-50,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,563317C00-2,,300.0,Feb,W6,Cell-1,,-300,,,-300,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,563317C00-2,,200.0,Feb,W6,Cell-1,,-200,,,-200,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,563317C00-3,,200.0,Feb,W6,Cell-1,,-200,,,-200,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,563317C00-3,,250.0,Feb,W6,Cell-1,,-250,,,-250,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,763055C00,,1000.0,Feb,W6,Cell-5,,-1000,,,-1000,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,763055C00,,750.0,Feb,W6,Cell-5,,-750,,,-750,
2024-12-11 00:00:00,W50,EDC,SO24004369,OEM Replenishment order,763366C01,,400.0,Feb,W6,Cell-5,,-400,,,-400,
2024-12-11 00:00:00,W50,PAN,SO24004373,OEM Replenishment order,763366C01,,300.0,Feb,W6,Cell-5,,-300,,,-300,
2024-12-11 00:00:00,W50,TDC,SO24004375,OEM Replenishment order,763622C01,,300.0,Feb,W6,Cell-5,,-300,,,-300,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,763622C01,,550.0,Feb,W6,Cell-5,,-550,,,-550,
2024-12-11 00:00:00,W50,UKD,SO24004378,OEM Replenishment order,763666C00,,600.0,Feb,W6,Cell-5,,-600,,,-600,
